"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-08","8.1","0.50","0.0","77.7","90.2","65.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-09","8.3","0.00","0.0","70.8","84.7","57.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-10","7.6","2.50","0.0","53.2","62.8","43.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-11","6.0","1.06","1.7","39.1","47.6","30.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-12","5.4","1.28","13.2","31.8","37.8","25.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2019-01","5.6","1.76","6.6","31.0","37.5","24.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2019-02","12.1","1.26","13.9","34.8","41.7","27.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2019-03","7.8","3.96","10.7","42.8","51.2","34.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2019-04","8.3","3.44","0.2","52.5","61.8","43.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2019-05","8.7","3.78","0.0","58.0","67.9","48.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2019-06","9.4","0.16","0.0","70.4","82.4","58.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2019-07","8.7","0.41","0.0","82.0","95.1","68.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2019-08","7.8","0.49","0.0","80.3","93.3","67.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2019-09","8.3","1.56","0.0","67.9","79.1","56.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2019-10","7.6","0.49","0.0","46.5","58.0","35.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2019-11","5.4","1.17","10.2","41.9","52.4","31.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2019-12","5.6","1.64","2.7","34.0","39.8","28.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2020-01","6.5","1.78","11.9","35.8","42.5","29.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2020-02","6.9","1.25","11.5","35.0","43.7","26.3",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2020-03","9.4","1.53","7.5","46.5","55.3","37.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2020-04","8.3","0.26","0.0","53.3","63.9","42.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2020-05","9.2","0.40","0.0","64.7","76.4","53.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2020-06","8.9","1.90","0.0","70.1","82.9","57.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2020-07","8.1","0.26","0.0","81.1","94.6","67.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2020-08","7.6","0.10","0.0","83.1","96.5","69.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2020-09","7.8","0.19","0.0","69.3","83.1","55.6",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2020-10","6.9","0.28","1.0","56.0","69.0","43.0",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2020-11","7.4","0.70","4.7","42.5","52.6","32.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2020-12","5.6","0.34","1.8","30.1","37.9","22.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2021-01","6.5","0.86","2.4","33.1","41.6","24.5",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2021-02","7.2","1.75","16.8","36.5","43.7","29.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2021-03","8.7","1.56","1.2","44.7","55.1","34.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2021-04","8.1","1.79","0.0","51.3","62.8","39.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2021-05","8.3","0.65","0.0","62.7","74.7","50.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2021-06","9.2","0.10","0.0","80.2","93.6","66.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2021-07","8.1","0.52","0.0","85.7","98.3","73.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2021-08","8.3","2.29","0.0","76.7","89.6","63.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2021-09","7.8","0.17","0.0","70.3","83.4","57.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2021-10","7.8","3.50","0.0","53.1","63.2","43.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2021-11","5.4","0.34","0.0","45.0","54.2","35.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2021-12","8.9","1.84","21.5","34.8","43.0","26.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2022-01","5.1","0.47","0.9","32.0","40.3","23.8",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2022-02","6.7","0.27","5.3","33.3","43.0","23.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2022-03","8.9","1.67","9.7","46.3","56.4","36.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2022-04","9.2","0.81","1.4","50.8","62.2","39.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2022-05","8.7","1.68","0.0","59.3","71.0","47.7",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2022-06","8.7","0.56","0.0","74.7","88.2","61.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2022-07","10.3","0.12","0.0","87.3","99.7","74.9",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2022-08","7.4","1.14","0.0","82.1","94.2","70.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2022-09","7.6","0.76","0.0","75.1","87.8","62.4",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2022-10","6.7","0.81","0.0","58.0","69.7","46.2",
